Match Key,Match Name,Match Type,Match Number,Alliance,Team1,Team2,Team3,Score,Adjustpoints,Autotowerpoints,Autotowerrobot1,Autotowerrobot2,Autotowerrobot3,Endgametowerpoints,Endgametowerrobot1,Endgametowerrobot2,Endgametowerrobot3,Energizedachieved,Foulpoints,G206penalty,Hubscore,Majorfoulcount,Minorfoulcount,Penalties,Rp,Superchargedachieved,Totalautopoints,Totalpoints,Totalteleoppoints,Totaltowerpoints,Traversalachieved
2026ilpe_qm48,Qm48,Qm,48,Blue,frc8020,frc7848,frc3284,173,0.0,0.0,None,None,None,0.0,None,None,None,True,20.0,False,"{'autoCount': 31, 'autoPoints': 31, 'endgameCount': 28, 'endgamePoints': 28, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 45, 'shift2Points': 45, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 44, 'shift4Points': 44, 'teleopCount': 122, 'teleopPoints': 122, 'totalCount': 153, 'totalPoints': 153, 'transitionCount': 5, 'transitionPoints': 5, 'uncounted': 0}",0.0,0.0,None,4.0,False,31.0,173.0,122.0,0.0,False
2026ilpe_qm48,Qm48,Qm,48,Red,frc8719,frc648,frc4096,132,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 16, 'autoPoints': 16, 'endgameCount': 48, 'endgamePoints': 48, 'shift1Count': 30, 'shift1Points': 30, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 35, 'shift3Points': 35, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 116, 'teleopPoints': 116, 'totalCount': 132, 'totalPoints': 132, 'transitionCount': 3, 'transitionPoints': 3, 'uncounted': 1}",1.0,1.0,None,1.0,False,16.0,132.0,116.0,0.0,False
2026ilpe_qm49,Qm49,Qm,49,Blue,frc3067,frc2040,frc4156,166,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 33, 'autoPoints': 33, 'endgameCount': 41, 'endgamePoints': 41, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 44, 'shift2Points': 44, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 46, 'shift4Points': 46, 'teleopCount': 133, 'teleopPoints': 133, 'totalCount': 166, 'totalPoints': 166, 'transitionCount': 2, 'transitionPoints': 2, 'uncounted': 6}",2.0,1.0,None,4.0,False,33.0,166.0,133.0,0.0,False
2026ilpe_qm49,Qm49,Qm,49,Red,frc3488,frc2039,frc4143,162,0.0,0.0,None,None,None,0.0,None,None,None,True,35.0,False,"{'autoCount': 11, 'autoPoints': 11, 'endgameCount': 32, 'endgamePoints': 32, 'shift1Count': 5, 'shift1Points': 5, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 70, 'shift3Points': 70, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 116, 'teleopPoints': 116, 'totalCount': 127, 'totalPoints': 127, 'transitionCount': 9, 'transitionPoints': 9, 'uncounted': 0}",0.0,0.0,None,1.0,False,11.0,162.0,116.0,0.0,False
2026ilpe_qm5,Qm5,Qm,5,Blue,frc8096,frc7472,frc2481,150,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 105, 'autoPoints': 105, 'endgameCount': 2, 'endgamePoints': 2, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 27, 'shift2Points': 27, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 12, 'shift4Points': 12, 'teleopCount': 45, 'teleopPoints': 45, 'totalCount': 150, 'totalPoints': 150, 'transitionCount': 4, 'transitionPoints': 4, 'uncounted': 2}",1.0,1.0,None,4.0,False,105.0,150.0,45.0,0.0,False
2026ilpe_qm5,Qm5,Qm,5,Red,frc8029,frc4096,frc4156,125,0.0,0.0,None,None,None,0.0,None,None,None,True,20.0,False,"{'autoCount': 14, 'autoPoints': 14, 'endgameCount': 9, 'endgamePoints': 9, 'shift1Count': 41, 'shift1Points': 41, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 41, 'shift3Points': 41, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 91, 'teleopPoints': 91, 'totalCount': 105, 'totalPoints': 105, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,1.0,False,14.0,125.0,91.0,0.0,False
2026ilpe_qm50,Qm50,Qm,50,Blue,frc2481,frc6651,frc7417,374,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 90, 'autoPoints': 90, 'endgameCount': 66, 'endgamePoints': 66, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 132, 'shift2Points': 132, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 62, 'shift4Points': 62, 'teleopCount': 284, 'teleopPoints': 284, 'totalCount': 374, 'totalPoints': 374, 'transitionCount': 24, 'transitionPoints': 24, 'uncounted': 3}",0.0,3.0,None,5.0,True,90.0,374.0,284.0,0.0,False
2026ilpe_qm50,Qm50,Qm,50,Red,frc4787,frc4645,frc8096,82,0.0,0.0,None,None,None,0.0,None,None,None,False,15.0,False,"{'autoCount': 8, 'autoPoints': 8, 'endgameCount': 13, 'endgamePoints': 13, 'shift1Count': 11, 'shift1Points': 11, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 21, 'shift3Points': 21, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 59, 'teleopPoints': 59, 'totalCount': 67, 'totalPoints': 67, 'transitionCount': 14, 'transitionPoints': 14, 'uncounted': 7}",0.0,0.0,None,0.0,False,8.0,82.0,59.0,0.0,False
2026ilpe_qm51,Qm51,Qm,51,Blue,frc1756,frc8029,frc5442,292,0.0,0.0,None,None,None,0.0,None,None,None,True,15.0,False,"{'autoCount': 38, 'autoPoints': 38, 'endgameCount': 55, 'endgamePoints': 55, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 98, 'shift2Points': 98, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 62, 'shift4Points': 62, 'teleopCount': 239, 'teleopPoints': 239, 'totalCount': 277, 'totalPoints': 277, 'transitionCount': 24, 'transitionPoints': 24, 'uncounted': 2}",1.0,2.0,None,4.0,False,38.0,292.0,239.0,0.0,False
2026ilpe_qm51,Qm51,Qm,51,Red,frc7472,frc2022,frc4655,121,0.0,0.0,None,None,None,0.0,None,None,None,False,25.0,False,"{'autoCount': 15, 'autoPoints': 15, 'endgameCount': 41, 'endgamePoints': 41, 'shift1Count': 12, 'shift1Points': 12, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 23, 'shift3Points': 23, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 81, 'teleopPoints': 81, 'totalCount': 96, 'totalPoints': 96, 'transitionCount': 5, 'transitionPoints': 5, 'uncounted': 1}",0.0,3.0,None,0.0,False,15.0,121.0,81.0,0.0,False
2026ilpe_qm52,Qm52,Qm,52,Blue,frc9082,frc4213,frc7848,175,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 78, 'endgamePoints': 78, 'shift1Count': 33, 'shift1Points': 33, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 42, 'shift3Points': 42, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 157, 'teleopPoints': 157, 'totalCount': 175, 'totalPoints': 175, 'transitionCount': 4, 'transitionPoints': 4, 'uncounted': 1}",0.0,0.0,None,1.0,False,18.0,175.0,157.0,0.0,False
2026ilpe_qm52,Qm52,Qm,52,Red,frc4423,frc2861,frc2040,215,0.0,0.0,None,None,None,10.0,Level1,None,None,True,0.0,False,"{'autoCount': 35, 'autoPoints': 35, 'endgameCount': 38, 'endgamePoints': 38, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 53, 'shift2Points': 53, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 67, 'shift4Points': 67, 'teleopCount': 170, 'teleopPoints': 170, 'totalCount': 205, 'totalPoints': 205, 'transitionCount': 12, 'transitionPoints': 12, 'uncounted': 11}",0.0,0.0,None,4.0,False,35.0,215.0,180.0,10.0,False
2026ilpe_qm53,Qm53,Qm,53,Blue,frc4096,frc8719,frc3284,182,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 40, 'autoPoints': 40, 'endgameCount': 20, 'endgamePoints': 20, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 50, 'shift2Points': 50, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 54, 'shift4Points': 54, 'teleopCount': 142, 'teleopPoints': 142, 'totalCount': 182, 'totalPoints': 182, 'transitionCount': 18, 'transitionPoints': 18, 'uncounted': 0}",0.0,1.0,None,4.0,False,40.0,182.0,142.0,0.0,False
2026ilpe_qm53,Qm53,Qm,53,Red,frc4645,frc3067,frc8020,158,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 25, 'autoPoints': 25, 'endgameCount': 60, 'endgamePoints': 60, 'shift1Count': 45, 'shift1Points': 45, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 22, 'shift3Points': 22, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 128, 'teleopPoints': 128, 'totalCount': 153, 'totalPoints': 153, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 4}",0.0,0.0,None,1.0,False,25.0,158.0,128.0,0.0,False
2026ilpe_qm54,Qm54,Qm,54,Blue,frc1756,frc2022,frc1625,311,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 55, 'autoPoints': 55, 'endgameCount': 33, 'endgamePoints': 33, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 112, 'shift2Points': 112, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 89, 'shift4Points': 89, 'teleopCount': 256, 'teleopPoints': 256, 'totalCount': 311, 'totalPoints': 311, 'transitionCount': 22, 'transitionPoints': 22, 'uncounted': 0}",0.0,2.0,None,4.0,False,55.0,311.0,256.0,0.0,False
2026ilpe_qm54,Qm54,Qm,54,Red,frc3488,frc8096,frc4156,99,0.0,0.0,None,None,None,0.0,None,None,None,False,10.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 1, 'endgamePoints': 1, 'shift1Count': 49, 'shift1Points': 49, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 16, 'shift3Points': 16, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 71, 'teleopPoints': 71, 'totalCount': 89, 'totalPoints': 89, 'transitionCount': 5, 'transitionPoints': 5, 'uncounted': 0}",0.0,0.0,None,0.0,False,18.0,99.0,71.0,0.0,False
2026ilpe_qm55,Qm55,Qm,55,Blue,frc648,frc5442,frc4213,112,0.0,0.0,None,None,None,0.0,None,None,None,False,35.0,False,"{'autoCount': 14, 'autoPoints': 14, 'endgameCount': 45, 'endgamePoints': 45, 'shift1Count': 9, 'shift1Points': 9, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 9, 'shift3Points': 9, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 63, 'teleopPoints': 63, 'totalCount': 77, 'totalPoints': 77, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 3}",0.0,0.0,None,3.0,False,14.0,112.0,63.0,0.0,False
2026ilpe_qm55,Qm55,Qm,55,Red,frc6237,frc1736,frc8029,104,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 30, 'autoPoints': 30, 'endgameCount': 20, 'endgamePoints': 20, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 35, 'shift2Points': 35, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 18, 'shift4Points': 18, 'teleopCount': 74, 'teleopPoints': 74, 'totalCount': 104, 'totalPoints': 104, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 0}",2.0,1.0,None,1.0,False,30.0,104.0,74.0,0.0,False
2026ilpe_qm56,Qm56,Qm,56,Blue,frc2861,frc2039,frc2481,388,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 104, 'autoPoints': 104, 'endgameCount': 79, 'endgamePoints': 79, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 111, 'shift2Points': 111, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 81, 'shift4Points': 81, 'teleopCount': 284, 'teleopPoints': 284, 'totalCount': 388, 'totalPoints': 388, 'transitionCount': 13, 'transitionPoints': 13, 'uncounted': 0}",0.0,0.0,None,5.0,True,104.0,388.0,284.0,0.0,False
2026ilpe_qm56,Qm56,Qm,56,Red,frc4787,frc4423,frc7472,125,0.0,0.0,None,None,None,10.0,None,Level1,None,True,0.0,False,"{'autoCount': 20, 'autoPoints': 20, 'endgameCount': 27, 'endgamePoints': 27, 'shift1Count': 15, 'shift1Points': 15, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 42, 'shift3Points': 42, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 95, 'teleopPoints': 95, 'totalCount': 115, 'totalPoints': 115, 'transitionCount': 11, 'transitionPoints': 11, 'uncounted': 1}",0.0,0.0,None,1.0,False,20.0,125.0,105.0,10.0,False
2026ilpe_qm57,Qm57,Qm,57,Blue,frc9082,frc7417,frc2022,128,0.0,0.0,None,None,None,0.0,None,None,None,True,10.0,False,"{'autoCount': 16, 'autoPoints': 16, 'endgameCount': 34, 'endgamePoints': 34, 'shift1Count': 18, 'shift1Points': 18, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 44, 'shift3Points': 44, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 102, 'teleopPoints': 102, 'totalCount': 118, 'totalPoints': 118, 'transitionCount': 6, 'transitionPoints': 6, 'uncounted': 2}",0.0,1.0,None,1.0,False,16.0,128.0,102.0,0.0,False
2026ilpe_qm57,Qm57,Qm,57,Red,frc4655,frc6651,frc4143,246,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 79, 'autoPoints': 79, 'endgameCount': 70, 'endgamePoints': 70, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 29, 'shift2Points': 29, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 46, 'shift4Points': 46, 'teleopCount': 162, 'teleopPoints': 162, 'totalCount': 241, 'totalPoints': 241, 'transitionCount': 17, 'transitionPoints': 17, 'uncounted': 2}",0.0,2.0,None,4.0,False,79.0,246.0,162.0,0.0,False
2026ilpe_qm58,Qm58,Qm,58,Blue,frc6237,frc3067,frc4096,157,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 16, 'autoPoints': 16, 'endgameCount': 68, 'endgamePoints': 68, 'shift1Count': 27, 'shift1Points': 27, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 41, 'shift3Points': 41, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 136, 'teleopPoints': 136, 'totalCount': 152, 'totalPoints': 152, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,1.0,False,16.0,157.0,136.0,0.0,False
2026ilpe_qm58,Qm58,Qm,58,Red,frc8029,frc8020,frc2040,284,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 57, 'autoPoints': 57, 'endgameCount': 67, 'endgamePoints': 67, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 77, 'shift2Points': 77, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 83, 'shift4Points': 83, 'teleopCount': 227, 'teleopPoints': 227, 'totalCount': 284, 'totalPoints': 284, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 2}",0.0,1.0,None,4.0,False,57.0,284.0,227.0,0.0,False
2026ilpe_qm59,Qm59,Qm,59,Blue,frc2481,frc7848,frc5442,304,0.0,0.0,None,None,None,0.0,None,None,None,True,35.0,False,"{'autoCount': 65, 'autoPoints': 65, 'endgameCount': 42, 'endgamePoints': 42, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 97, 'shift2Points': 97, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 54, 'shift4Points': 54, 'teleopCount': 204, 'teleopPoints': 204, 'totalCount': 269, 'totalPoints': 269, 'transitionCount': 11, 'transitionPoints': 11, 'uncounted': 8}",1.0,2.0,None,4.0,False,65.0,304.0,204.0,0.0,False
2026ilpe_qm59,Qm59,Qm,59,Red,frc1736,frc2039,frc3284,63,0.0,0.0,None,None,None,0.0,None,None,None,False,25.0,False,"{'autoCount': 16, 'autoPoints': 16, 'endgameCount': 5, 'endgamePoints': 5, 'shift1Count': 2, 'shift1Points': 2, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 12, 'shift3Points': 12, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 22, 'teleopPoints': 22, 'totalCount': 38, 'totalPoints': 38, 'transitionCount': 3, 'transitionPoints': 3, 'uncounted': 0}",2.0,1.0,None,0.0,False,16.0,63.0,22.0,0.0,False
2026ilpe_qm6,Qm6,Qm,6,Blue,frc2039,frc4655,frc4213,102,0.0,0.0,None,None,None,10.0,Level1,None,None,False,15.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 26, 'endgamePoints': 26, 'shift1Count': 10, 'shift1Points': 10, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 20, 'shift3Points': 20, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 59, 'teleopPoints': 59, 'totalCount': 77, 'totalPoints': 77, 'transitionCount': 3, 'transitionPoints': 3, 'uncounted': 0}",0.0,0.0,None,3.0,False,18.0,102.0,69.0,10.0,False
2026ilpe_qm6,Qm6,Qm,6,Red,frc3284,frc5442,frc6651,62,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 20, 'autoPoints': 20, 'endgameCount': 10, 'endgamePoints': 10, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 20, 'shift2Points': 20, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 12, 'shift4Points': 12, 'teleopCount': 42, 'teleopPoints': 42, 'totalCount': 62, 'totalPoints': 62, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,3.0,None,0.0,False,20.0,62.0,42.0,0.0,False
2026ilpe_qm60,Qm60,Qm,60,Blue,frc4645,frc4655,frc7417,100,0.0,0.0,None,None,None,0.0,None,None,None,False,5.0,False,"{'autoCount': 11, 'autoPoints': 11, 'endgameCount': 30, 'endgamePoints': 30, 'shift1Count': 22, 'shift1Points': 22, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 25, 'shift3Points': 25, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 84, 'teleopPoints': 84, 'totalCount': 95, 'totalPoints': 95, 'transitionCount': 7, 'transitionPoints': 7, 'uncounted': 0}",0.0,0.0,None,0.0,False,11.0,100.0,84.0,0.0,False
2026ilpe_qm60,Qm60,Qm,60,Red,frc9082,frc6651,frc3488,154,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 23, 'autoPoints': 23, 'endgameCount': 32, 'endgamePoints': 32, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 35, 'shift2Points': 35, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 54, 'shift4Points': 54, 'teleopCount': 131, 'teleopPoints': 131, 'totalCount': 154, 'totalPoints': 154, 'transitionCount': 10, 'transitionPoints': 10, 'uncounted': 1}",0.0,1.0,None,4.0,False,23.0,154.0,131.0,0.0,False
2026ilpe_qm61,Qm61,Qm,61,Blue,frc8096,frc8719,frc4423,104,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 25, 'autoPoints': 25, 'endgameCount': 38, 'endgamePoints': 38, 'shift1Count': 5, 'shift1Points': 5, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 36, 'shift3Points': 36, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 79, 'teleopPoints': 79, 'totalCount': 104, 'totalPoints': 104, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 3}",2.0,0.0,None,1.0,False,25.0,104.0,79.0,0.0,False
2026ilpe_qm61,Qm61,Qm,61,Red,frc4143,frc4156,frc2861,345,0.0,0.0,None,None,None,0.0,None,None,None,True,30.0,False,"{'autoCount': 52, 'autoPoints': 52, 'endgameCount': 81, 'endgamePoints': 81, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 88, 'shift2Points': 88, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 51, 'shift4Points': 51, 'teleopCount': 263, 'teleopPoints': 263, 'totalCount': 315, 'totalPoints': 315, 'transitionCount': 43, 'transitionPoints': 43, 'uncounted': 1}",0.0,0.0,None,4.0,False,52.0,345.0,263.0,0.0,False
2026ilpe_qm62,Qm62,Qm,62,Blue,frc4787,frc1625,frc648,141,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 35, 'autoPoints': 35, 'endgameCount': 32, 'endgamePoints': 32, 'shift1Count': 23, 'shift1Points': 23, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 44, 'shift3Points': 44, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 106, 'teleopPoints': 106, 'totalCount': 141, 'totalPoints': 141, 'transitionCount': 7, 'transitionPoints': 7, 'uncounted': 0}",0.0,0.0,None,1.0,False,35.0,141.0,106.0,0.0,False
2026ilpe_qm62,Qm62,Qm,62,Red,frc1756,frc7472,frc4213,309,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 41, 'autoPoints': 41, 'endgameCount': 85, 'endgamePoints': 85, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 83, 'shift2Points': 83, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 85, 'shift4Points': 85, 'teleopCount': 268, 'teleopPoints': 268, 'totalCount': 309, 'totalPoints': 309, 'transitionCount': 15, 'transitionPoints': 15, 'uncounted': 2}",0.0,0.0,None,4.0,False,41.0,309.0,268.0,0.0,False
2026ilpe_qm7,Qm7,Qm,7,Blue,frc2861,frc3488,frc1736,135,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 20, 'autoPoints': 20, 'endgameCount': 38, 'endgamePoints': 38, 'shift1Count': 36, 'shift1Points': 36, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 38, 'shift3Points': 38, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 115, 'teleopPoints': 115, 'totalCount': 135, 'totalPoints': 135, 'transitionCount': 3, 'transitionPoints': 3, 'uncounted': 0}",0.0,0.0,None,1.0,False,20.0,135.0,115.0,0.0,False
2026ilpe_qm7,Qm7,Qm,7,Red,frc2040,frc4143,frc4645,355,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 76, 'autoPoints': 76, 'endgameCount': 89, 'endgamePoints': 89, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 66, 'shift2Points': 66, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 86, 'shift4Points': 86, 'teleopCount': 279, 'teleopPoints': 279, 'totalCount': 355, 'totalPoints': 355, 'transitionCount': 38, 'transitionPoints': 38, 'uncounted': 4}",0.0,0.0,None,4.0,False,76.0,355.0,279.0,0.0,False
2026ilpe_qm8,Qm8,Qm,8,Blue,frc8029,frc9082,frc2481,313,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 94, 'autoPoints': 94, 'endgameCount': 64, 'endgamePoints': 64, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 96, 'shift2Points': 96, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 34, 'shift4Points': 34, 'teleopCount': 214, 'teleopPoints': 214, 'totalCount': 308, 'totalPoints': 308, 'transitionCount': 20, 'transitionPoints': 20, 'uncounted': 1}",0.0,0.0,None,4.0,False,94.0,313.0,214.0,0.0,False
2026ilpe_qm8,Qm8,Qm,8,Red,frc8719,frc1756,frc648,182,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 50, 'autoPoints': 50, 'endgameCount': 60, 'endgamePoints': 60, 'shift1Count': 50, 'shift1Points': 50, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 22, 'shift3Points': 22, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 132, 'teleopPoints': 132, 'totalCount': 182, 'totalPoints': 182, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 5}",0.0,1.0,None,1.0,False,50.0,182.0,132.0,0.0,False
2026ilpe_qm9,Qm9,Qm,9,Blue,frc7848,frc6237,frc4787,116,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 5, 'autoPoints': 5, 'endgameCount': 57, 'endgamePoints': 57, 'shift1Count': 12, 'shift1Points': 12, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 42, 'shift3Points': 42, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 111, 'teleopPoints': 111, 'totalCount': 116, 'totalPoints': 116, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 2}",0.0,2.0,None,1.0,False,5.0,116.0,111.0,0.0,False
2026ilpe_qm9,Qm9,Qm,9,Red,frc6651,frc8096,frc8020,194,0.0,0.0,None,None,None,0.0,None,None,None,True,10.0,False,"{'autoCount': 48, 'autoPoints': 48, 'endgameCount': 19, 'endgamePoints': 19, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 67, 'shift2Points': 67, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 40, 'shift4Points': 40, 'teleopCount': 136, 'teleopPoints': 136, 'totalCount': 184, 'totalPoints': 184, 'transitionCount': 10, 'transitionPoints': 10, 'uncounted': 9}",0.0,0.0,None,4.0,False,48.0,194.0,136.0,0.0,False
2026ilpe_sf10m1,Sf1,Sf,1,Blue,frc3284,frc6237,frc5442,153,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 24, 'autoPoints': 24, 'endgameCount': 55, 'endgamePoints': 55, 'shift1Count': 24, 'shift1Points': 24, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 50, 'shift3Points': 50, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 129, 'teleopPoints': 129, 'totalCount': 153, 'totalPoints': 153, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,0.0,False,24.0,153.0,129.0,0.0,False
2026ilpe_sf10m1,Sf1,Sf,1,Red,frc6651,frc4655,frc2861,260,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 54, 'autoPoints': 54, 'endgameCount': 39, 'endgamePoints': 39, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 78, 'shift2Points': 78, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 76, 'shift4Points': 76, 'teleopCount': 206, 'teleopPoints': 206, 'totalCount': 260, 'totalPoints': 260, 'transitionCount': 13, 'transitionPoints': 13, 'uncounted': 2}",0.0,0.0,None,0.0,False,54.0,260.0,206.0,0.0,False
2026ilpe_sf11m1,Sf1,Sf,1,Blue,frc8719,frc2040,frc4143,284,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 63, 'autoPoints': 63, 'endgameCount': 83, 'endgamePoints': 83, 'shift1Count': 81, 'shift1Points': 81, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 57, 'shift3Points': 57, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 221, 'teleopPoints': 221, 'totalCount': 284, 'totalPoints': 284, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 7}",0.0,0.0,None,0.0,False,63.0,284.0,221.0,0.0,False
